DP_ID,gas,MARKET_DOMAIN_DESCR,MOD_VOLUME_CONSUMPTION,Sum of Sales_CR,ZIPcode,TIMESTAMP - Year,TIMESTAMP - Month
1032.0,CB,A&F,340270.4471,-0.597714245,992.0,2016.0,August
1033.0,CB,A&F,967245.7413,-0.597714245,992.0,2016.0,August
1039.0,NI,F&P,170450.4688,-0.525729332,6373.0,2016.0,August
1042.0,CB,M&E,374991.6443,-0.548283962,6099.0,2016.0,August
1043.0,CB,M&E,393957.4604,-0.548283962,6099.0,2016.0,August
1044.0,CB,F&P,103018.2975,-0.59842733,6373.0,2016.0,August
1090.0,NI,M&E,33123.4461,-0.577914489,6099.0,2016.0,August
1095.0,CB,F&P,19948.56433,-0.600047373,6373.0,2016.0,August
1098.0,OX,MD,10674.94639,-0.55194918,2085.0,2016.0,August
1099.0,NI,M&E,933379.6301,-0.382784459,1386.0,2016.0,August
1100.0,OX,MD,11015.67481,-0.579988151,5295.0,2016.0,August
1107.0,NI,T&R,187211.1914,-0.388741622,5287.0,2016.0,August
1111.0,NI,F&P,235598.5332,-0.505484568,6370.0,2016.0,August
1112.0,CB,F&P,7150.2196,-0.590808733,1174.0,2016.0,August
1116.0,OX,MD,90709.5249,-0.542085947,6096.0,2016.0,August
1117.0,OX,MD,36745.36248,-0.542085947,6096.0,2016.0,August
1119.0,OX,MD,20756.97,-0.576762838,1599.0,2016.0,August
1124.0,NI,T&R,527477.5827,0.369085137,5287.0,2016.0,August
1125.0,NI,T&R,7471.583293,0.369085137,5287.0,2016.0,August
1126.0,NI,T&R,203049.0145,0.369085137,5287.0,2016.0,August
1136.0,NI,F&P,19238.65635,-0.591397701,6275.0,2016.0,August
15.0,OX,Others,11650.9678,0.148744522,1098.0,2016.0,July
19.0,NI,Chemicals,54485.67329,1.311563185,6099.0,2016.0,July
50.0,NI,T&R,543192.2367,-0.216252387,1386.0,2016.0,July
58.0,NI,F&P,37492.77844,-0.549397952,1284.0,2016.0,July
66.0,AR,Others,509256.2426,2.20539035,5288.0,2016.0,July
133.0,NI,F&P,73903.80224,-0.483590582,6373.0,2016.0,July
148.0,NI,T&R,480749.6152,-0.388741622,5287.0,2016.0,July
178.0,NI,T&R,51972.93209,0.398252362,3492.0,2016.0,July
270.0,NI,T&R,12650.60768,-0.388741622,5287.0,2016.0,July
272.0,OX,MD,28961.39201,-0.475529975,5746.0,2016.0,July
278.0,NI,T&R,49669.97759,-0.471584353,1399.0,2016.0,July
348.0,NI,T&R,867958.2631,0.84524383,7687.0,2016.0,July
361.0,NI,T&R,769081.6256,-0.072595609,,2016.0,July
370.0,CB,T&R,30135.64014,-0.595282627,1098.0,2016.0,July
378.0,OX,F&P,32909.87465,-0.483590582,6373.0,2016.0,July
440.0,NI,F&P,2829102.581,0.39379728,6374.0,2016.0,July
441.0,CB,F&P,50525.74,-0.596043488,6374.0,2016.0,July
460.0,CB,F&P,6901.72,-0.600047373,6373.0,2016.0,July
560.0,NI,A&F,281141.9426,-0.409902106,4987.0,2016.0,July
590.0,NI,T&R,153755.0298,-0.504896735,7382.0,2016.0,July
612.0,AR,A&F,148428.6528,-0.337577921,7975.0,2016.0,July
644.0,NI,A&F,417658.892,0.110949466,4692.0,2016.0,July
766.0,CB,T&R,3157.27,-0.599049996,7392.0,2016.0,July
780.0,OX,Others,7637.71402,-0.592797347,1098.0,2016.0,July
873.0,CB,M&E,897414.1151,-0.548283962,6099.0,2016.0,July
925.0,NI,T&R,1243993.444,0.149272784,5696.0,2016.0,July
955.0,NI,T&R,419056.7612,-0.119736566,1182.0,2016.0,July
983.0,NI,A&F,35306.71013,-0.409902106,4987.0,2016.0,July
994.0,NI,M&E,275838.6533,-0.445163105,6275.0,2016.0,July
1009.0,NI,T&R,39552.15937,-0.471584353,1399.0,2016.0,July
1032.0,CB,A&F,711054.4758,-0.597714245,992.0,2016.0,July
1033.0,CB,A&F,712185.0642,-0.597714245,992.0,2016.0,July
1039.0,NI,F&P,122907.7882,-0.525729332,6373.0,2016.0,July
1042.0,CB,M&E,344234.7745,-0.548283962,6099.0,2016.0,July
1043.0,CB,M&E,358867.8714,-0.548283962,6099.0,2016.0,July
1044.0,CB,F&P,72389.2774,-0.59842733,6373.0,2016.0,July
1090.0,NI,M&E,34572.12112,-0.577914489,6099.0,2016.0,July
1095.0,CB,F&P,4459.712085,-0.600047373,6373.0,2016.0,July
1098.0,OX,MD,6923.239998,-0.55194918,2085.0,2016.0,July
1099.0,NI,M&E,581561.4217,-0.382784459,1386.0,2016.0,July
1100.0,OX,MD,9926.522264,-0.579988151,5295.0,2016.0,July
1107.0,NI,T&R,220466.2595,-0.388741622,5287.0,2016.0,July
1111.0,NI,F&P,136452.6564,-0.505484568,6370.0,2016.0,July
1112.0,CB,F&P,18867.789,-0.590808733,1174.0,2016.0,July
1116.0,OX,MD,38519.28375,-0.542085947,6096.0,2016.0,July
1117.0,OX,MD,76349.84219,-0.542085947,6096.0,2016.0,July
1119.0,OX,MD,20200.5934,-0.576762838,1599.0,2016.0,July
1124.0,NI,T&R,529801.6955,0.369085137,5287.0,2016.0,July
1125.0,NI,T&R,13260.62168,0.369085137,5287.0,2016.0,July
1126.0,NI,T&R,239117.4182,0.369085137,5287.0,2016.0,July
1136.0,NI,F&P,19736.9083,-0.591397701,6275.0,2016.0,July
15.0,OX,Others,14363.16572,0.148744522,1098.0,2016.0,June
19.0,NI,Chemicals,35849.29271,1.311563185,6099.0,2016.0,June
50.0,NI,T&R,1006130.759,-0.216252387,1386.0,2016.0,June
58.0,NI,F&P,36063.65501,-0.549397952,1284.0,2016.0,June
66.0,AR,Others,445294.1807,2.20539035,5288.0,2016.0,June
133.0,NI,F&P,68711.46056,-0.483590582,6373.0,2016.0,June
148.0,NI,T&R,464172.4531,-0.388741622,5287.0,2016.0,June
178.0,NI,T&R,87800.41561,0.398252362,3492.0,2016.0,June
270.0,NI,T&R,16712.29581,-0.388741622,5287.0,2016.0,June
272.0,OX,MD,30186.03911,-0.475529975,5746.0,2016.0,June
278.0,NI,T&R,46004.12242,-0.471584353,1399.0,2016.0,June
348.0,NI,T&R,845339.0627,0.84524383,7687.0,2016.0,June
361.0,NI,T&R,624272.457,-0.072595609,,2016.0,June
370.0,CB,T&R,29264.48914,-0.595282627,1098.0,2016.0,June
378.0,OX,F&P,32562.19564,-0.483590582,6373.0,2016.0,June
440.0,NI,F&P,2996314.938,0.39379728,6374.0,2016.0,June
441.0,CB,F&P,63142.26,-0.596043488,6374.0,2016.0,June
460.0,CB,F&P,4436.82,-0.600047373,6373.0,2016.0,June
560.0,NI,A&F,349590.319,-0.409902106,4987.0,2016.0,June
590.0,NI,T&R,144676.913,-0.504896735,7382.0,2016.0,June
612.0,AR,A&F,142746.6845,-0.337577921,7975.0,2016.0,June
644.0,NI,A&F,431736.1589,0.110949466,4692.0,2016.0,June
766.0,CB,T&R,3352.735,-0.599049996,7392.0,2016.0,June
780.0,OX,Others,5589.369283,-0.592797347,1098.0,2016.0,June
873.0,CB,M&E,780186.8981,-0.548283962,6099.0,2016.0,June
925.0,NI,T&R,1248388.279,0.149272784,5696.0,2016.0,June
955.0,NI,T&R,424675.6833,-0.119736566,1182.0,2016.0,June
983.0,NI,A&F,40343.86296,-0.409902106,4987.0,2016.0,June
1009.0,NI,T&R,62517.42606,-0.471584353,1399.0,2016.0,June
1032.0,CB,A&F,457073.0481,-0.597714245,992.0,2016.0,June
1033.0,CB,A&F,857230.6446,-0.597714245,992.0,2016.0,June
1039.0,NI,F&P,125260.958,-0.525729332,6373.0,2016.0,June
1042.0,CB,M&E,349381.5166,-0.548283962,6099.0,2016.0,June
1043.0,CB,M&E,322568.4502,-0.548283962,6099.0,2016.0,June
1044.0,CB,F&P,79287.25452,-0.59842733,6373.0,2016.0,June
1090.0,NI,M&E,35562.94966,-0.577914489,6099.0,2016.0,June
1095.0,CB,F&P,5490.28329,-0.600047373,6373.0,2016.0,June
1098.0,OX,MD,7502.739982,-0.55194918,2085.0,2016.0,June
1099.0,NI,M&E,460166.55,-0.382784459,1386.0,2016.0,June
1100.0,OX,MD,9560.920721,-0.579988151,5295.0,2016.0,June
1107.0,NI,T&R,357627.9673,-0.388741622,5287.0,2016.0,June
1111.0,NI,F&P,89262.9466,-0.505484568,6370.0,2016.0,June
1112.0,CB,F&P,23938.5593,-0.590808733,1174.0,2016.0,June
1116.0,OX,MD,82343.20539,-0.542085947,6096.0,2016.0,June
1117.0,OX,MD,55263.10397,-0.542085947,6096.0,2016.0,June
1119.0,OX,MD,19957.3062,-0.576762838,1599.0,2016.0,June
1124.0,NI,T&R,511533.5516,0.369085137,5287.0,2016.0,June
1125.0,NI,T&R,17518.14031,0.369085137,5287.0,2016.0,June
1126.0,NI,T&R,387882.8278,0.369085137,5287.0,2016.0,June
1136.0,NI,F&P,21614.45993,-0.591397701,6275.0,2016.0,June
15.0,OX,Others,11113.15457,0.148744522,1098.0,2017.0,May
15.0,OX,Others,13718.19805,0.148744522,1098.0,2016.0,May
19.0,NI,Chemicals,34128.6925,1.311563185,6099.0,2017.0,May
19.0,NI,Chemicals,37673.54353,1.311563185,6099.0,2016.0,May
48.0,NI,A&F,63800.77368,-0.139912107,4692.0,2017.0,May
50.0,NI,T&R,718474.0107,-0.216252387,1386.0,2016.0,May
58.0,NI,F&P,31604.95534,-0.549397952,1284.0,2017.0,May
58.0,NI,F&P,42710.64455,-0.549397952,1284.0,2016.0,May
66.0,AR,Others,444296.6564,2.20539035,5288.0,2017.0,May
66.0,AR,Others,493797.9632,2.20539035,5288.0,2016.0,May
103.0,NI,T&R,7963.63974,-0.248480234,5690.0,2016.0,May
103.0,NI,T&R,543863.0218,-0.248480234,5690.0,2017.0,May
133.0,NI,F&P,71574.10828,-0.483590582,6373.0,2016.0,May
133.0,NI,F&P,80861.22348,-0.483590582,6373.0,2017.0,May
145.0,NI,T&R,19064.54642,1.528726399,3492.0,2016.0,May
145.0,NI,T&R,1048462.815,1.528726399,3492.0,2017.0,May
148.0,NI,T&R,330619.9729,-0.388741622,5287.0,2016.0,May
148.0,NI,T&R,445170.9629,-0.388741622,5287.0,2017.0,May
178.0,NI,T&R,20316.8789,0.398252362,3492.0,2016.0,May
178.0,NI,T&R,42495.21763,0.398252362,3492.0,2017.0,May
219.0,NI,A&F,2889.709344,-0.139912107,4692.0,2017.0,May
228.0,NI,T&R,106402.5738,-0.506495477,6291.0,2017.0,May
240.0,NI,T&R,103934.628,-0.557098696,0.0,2017.0,May
244.0,NI,Others,150235.9109,-0.510435148,4988.0,2017.0,May
270.0,NI,T&R,11226.21058,-0.388741622,5287.0,2016.0,May
270.0,NI,T&R,21289.74448,-0.388741622,5287.0,2017.0,May
272.0,OX,MD,29049.83874,-0.475529975,5746.0,2016.0,May
272.0,OX,MD,29420.25669,-0.475529975,5746.0,2017.0,May
278.0,NI,T&R,45813.8246,-0.471584353,1399.0,2016.0,May
278.0,NI,T&R,78101.14558,-0.471584353,1399.0,2017.0,May
288.0,NI,F&P,87760.01637,-0.551440209,7389.0,2017.0,May
345.0,NI,T&R,5960.095544,1.528726399,3492.0,2016.0,May
345.0,NI,T&R,348046.9064,1.528726399,3492.0,2017.0,May
348.0,NI,T&R,871631.0551,0.84524383,7687.0,2017.0,May
348.0,NI,T&R,934559.5094,0.84524383,7687.0,2016.0,May
361.0,NI,T&R,751144.758,-0.072595609,,2017.0,May
361.0,NI,T&R,1092527.257,-0.072595609,,2016.0,May
370.0,CB,T&R,6980.80404,-0.595282627,1098.0,2017.0,May
370.0,CB,T&R,77532.92239,-0.595282627,1098.0,2016.0,May
378.0,OX,F&P,28008.72213,-0.483590582,6373.0,2016.0,May
378.0,OX,F&P,41381.2794,-0.483590582,6373.0,2017.0,May
440.0,NI,F&P,1566676.071,0.39379728,6374.0,2017.0,May
440.0,NI,F&P,2744620.582,0.39379728,6374.0,2016.0,May
441.0,CB,F&P,44035.36,-0.596043488,6374.0,2017.0,May
441.0,CB,F&P,53511.88,-0.596043488,6374.0,2016.0,May
455.0,NI,Others,3426.38056,0.148744522,1098.0,2016.0,May
460.0,CB,F&P,2992.42,-0.600047373,6373.0,2016.0,May
460.0,CB,F&P,22083.62,-0.600047373,6373.0,2017.0,May
468.0,NI,T&R,100.8338701,-0.578211409,1174.0,2016.0,May
520.0,NI,T&R,349066.1013,0.922319133,1190.0,2017.0,May
532.0,NI,T&R,1683462.188,4.276620451,7574.0,2017.0,May
540.0,NI,T&R,15107.97498,1.904847873,7684.0,2016.0,May
560.0,NI,A&F,378896.7072,-0.409902106,4987.0,2017.0,May
560.0,NI,A&F,391820.7062,-0.409902106,4987.0,2016.0,May
562.0,NI,A&F,416648.7225,-0.431207084,6277.0,2017.0,May
590.0,NI,T&R,144741.5656,-0.504896735,7382.0,2016.0,May
612.0,AR,A&F,152483.1758,-0.337577921,7975.0,2016.0,May
612.0,AR,A&F,228624.3693,-0.337577921,7975.0,2017.0,May
622.0,NI,M&E,1775.7171,0.126202049,986.0,2016.0,May
622.0,NI,M&E,788102.375,0.126202049,986.0,2017.0,May
644.0,NI,A&F,428496.847,0.110949466,4692.0,2016.0,May
644.0,NI,A&F,458370.964,0.110949466,4692.0,2017.0,May
658.0,NI,T&R,2646.765974,-0.218889833,7684.0,2016.0,May
658.0,NI,T&R,1165885.229,-0.218889833,7684.0,2017.0,May
671.0,NI,T&R,286046.2119,4.276620451,7574.0,2017.0,May
747.0,NI,M&E,15880.19581,-0.319886009,897.0,2016.0,May
766.0,CB,T&R,3439.87,-0.599049996,7392.0,2016.0,May
780.0,OX,Others,6447.78904,-0.592797347,1098.0,2017.0,May
780.0,OX,Others,11342.97913,-0.592797347,1098.0,2016.0,May
873.0,CB,M&E,296133.4242,-0.548283962,6099.0,2016.0,May
873.0,CB,M&E,1014681.844,-0.548283962,6099.0,2017.0,May
920.0,NI,F&P,14887.02527,-0.51263139,1174.0,2016.0,May
920.0,NI,F&P,69495.10549,-0.51263139,1174.0,2017.0,May
925.0,NI,T&R,950227.8425,0.149272784,5696.0,2017.0,May
925.0,NI,T&R,1300187.644,0.149272784,5696.0,2016.0,May
955.0,NI,T&R,342808.0774,-0.119736566,1182.0,2017.0,May
955.0,NI,T&R,439711.3089,-0.119736566,1182.0,2016.0,May
983.0,NI,A&F,44652.26104,-0.409902106,4987.0,2017.0,May
983.0,NI,A&F,44969.99811,-0.409902106,4987.0,2016.0,May
994.0,NI,M&E,12770.24226,-0.445163105,6275.0,2016.0,May
1009.0,NI,T&R,59005.62431,-0.471584353,1399.0,2016.0,May
1009.0,NI,T&R,78855.39424,-0.471584353,1399.0,2017.0,May
1030.0,OX,A&F,94721.60462,-0.519049128,992.0,2017.0,May
1032.0,CB,A&F,363452.5665,-0.597714245,992.0,2016.0,May
1032.0,CB,A&F,1125532.474,-0.597714245,992.0,2017.0,May
1033.0,CB,A&F,61805.7504,-0.597714245,992.0,2016.0,May
1035.0,NI,T&R,142185.885,1.904847873,7684.0,2017.0,May
1039.0,NI,F&P,70539.86893,-0.525729332,6373.0,2016.0,May
1039.0,NI,F&P,391318.3687,-0.525729332,6373.0,2017.0,May
1042.0,CB,M&E,310349.345,-0.548283962,6099.0,2016.0,May
1042.0,CB,M&E,499070.2588,-0.548283962,6099.0,2017.0,May
1043.0,CB,M&E,258670.9503,-0.548283962,6099.0,2016.0,May
1043.0,CB,M&E,661715.0067,-0.548283962,6099.0,2017.0,May
1044.0,CB,F&P,92067.38108,-0.59842733,6373.0,2016.0,May
1044.0,CB,F&P,109714.426,-0.59842733,6373.0,2017.0,May
1071.0,NI,T&R,8361.690534,1.528726399,3492.0,2016.0,May
1071.0,NI,T&R,2654883.695,1.528726399,3492.0,2017.0,May
1090.0,NI,M&E,12163.18871,-0.577914489,6099.0,2017.0,May
1090.0,NI,M&E,32231.02559,-0.577914489,6099.0,2016.0,May
1095.0,CB,F&P,6566.175848,-0.600047373,6373.0,2016.0,May
1095.0,CB,F&P,27327.23734,-0.600047373,6373.0,2017.0,May
1098.0,OX,MD,7610.516486,-0.55194918,2085.0,2017.0,May
1098.0,OX,MD,8347.315586,-0.55194918,2085.0,2016.0,May
1099.0,NI,M&E,605396.0133,-0.382784459,1386.0,2016.0,May
1099.0,NI,M&E,647843.0152,-0.382784459,1386.0,2017.0,May
1100.0,OX,MD,8986.691604,-0.579988151,5295.0,2016.0,May
1100.0,OX,MD,10049.66877,-0.579988151,5295.0,2017.0,May
1106.0,NI,T&R,3432025.997,4.276620451,7574.0,2017.0,May
1107.0,NI,T&R,147950.7546,-0.388741622,5287.0,2016.0,May
1107.0,NI,T&R,854747.9189,-0.388741622,5287.0,2017.0,May
1111.0,NI,F&P,91289.4712,-0.505484568,6370.0,2016.0,May
1111.0,NI,F&P,228598.2172,-0.505484568,6370.0,2017.0,May
1112.0,CB,F&P,10200.29,-0.590808733,1174.0,2017.0,May
1112.0,CB,F&P,22850.2824,-0.590808733,1174.0,2016.0,May
1116.0,OX,MD,32761.82679,-0.542085947,6096.0,2017.0,May
1116.0,OX,MD,112518.0802,-0.542085947,6096.0,2016.0,May
1117.0,OX,MD,34072.85965,-0.542085947,6096.0,2016.0,May
1117.0,OX,MD,66866.16946,-0.542085947,6096.0,2017.0,May
1119.0,OX,MD,20430.8182,-0.576762838,1599.0,2016.0,May
1119.0,OX,MD,23704.174,-0.576762838,1599.0,2017.0,May
1124.0,NI,T&R,364353.6889,0.369085137,5287.0,2016.0,May
1124.0,NI,T&R,523217.9796,0.369085137,5287.0,2017.0,May
1125.0,NI,T&R,13074.2104,0.369085137,5287.0,2016.0,May
1125.0,NI,T&R,26372.58698,0.369085137,5287.0,2017.0,May
1126.0,NI,T&R,160467.1959,0.369085137,5287.0,2016.0,May
1126.0,NI,T&R,927058.4803,0.369085137,5287.0,2017.0,May
1136.0,NI,F&P,16690.89357,-0.591397701,6275.0,2017.0,May
1136.0,NI,F&P,20642.76368,-0.591397701,6275.0,2016.0,May
1146.0,NI,T&R,21970.737,1.528726399,3492.0,2016.0,May
1146.0,NI,T&R,818869.767,1.528726399,3492.0,2017.0,May
15.0,OX,Others,6083.407795,0.148744522,1098.0,2016.0,April
15.0,OX,Others,13260.27683,0.148744522,1098.0,2017.0,April
19.0,NI,Chemicals,24972.88817,1.311563185,6099.0,2017.0,April
19.0,NI,Chemicals,38240.16689,1.311563185,6099.0,2016.0,April
48.0,NI,A&F,150818.7068,-0.139912107,4692.0,2016.0,April
50.0,NI,T&R,1140371.609,-0.216252387,1386.0,2016.0,April
58.0,NI,F&P,30798.52562,-0.549397952,1284.0,2017.0,April
58.0,NI,F&P,35152.65529,-0.549397952,1284.0,2016.0,April
66.0,AR,Others,145913.0352,2.20539035,5288.0,2016.0,April
66.0,AR,Others,429604.931,2.20539035,5288.0,2017.0,April
103.0,NI,T&R,532323.8703,-0.248480234,5690.0,2017.0,April
133.0,NI,F&P,64075.81811,-0.483590582,6373.0,2016.0,April
133.0,NI,F&P,71423.72034,-0.483590582,6373.0,2017.0,April
144.0,NI,Others,127476.7181,0.44793793,1098.0,2016.0,April
145.0,NI,T&R,965621.0211,1.528726399,3492.0,2017.0,April
148.0,NI,T&R,229792.9432,-0.388741622,5287.0,2016.0,April
148.0,NI,T&R,428992.8916,-0.388741622,5287.0,2017.0,April
178.0,NI,T&R,20642.72801,0.398252362,3492.0,2016.0,April
178.0,NI,T&R,38353.75043,0.398252362,3492.0,2017.0,April
219.0,NI,A&F,32691.89711,-0.139912107,4692.0,2016.0,April
228.0,NI,T&R,128667.5916,-0.506495477,6291.0,2017.0,April
240.0,NI,T&R,103669.2195,-0.557098696,0.0,2017.0,April
244.0,NI,Others,157321.7541,-0.510435148,4988.0,2017.0,April
270.0,NI,T&R,6020.16029,-0.388741622,5287.0,2016.0,April
270.0,NI,T&R,12499.36519,-0.388741622,5287.0,2017.0,April
272.0,OX,MD,9069.192135,-0.475529975,5746.0,2016.0,April
272.0,OX,MD,28082.21634,-0.475529975,5746.0,2017.0,April
278.0,NI,T&R,44797.15477,-0.471584353,1399.0,2016.0,April
278.0,NI,T&R,67649.37518,-0.471584353,1399.0,2017.0,April
288.0,NI,F&P,68351.49237,-0.551440209,7389.0,2017.0,April
343.0,NI,T&R,768034.631,0.544737119,3492.0,2016.0,April
345.0,NI,T&R,326228.9632,1.528726399,3492.0,2017.0,April
348.0,NI,T&R,818060.2781,0.84524383,7687.0,2016.0,April
348.0,NI,T&R,878341.2414,0.84524383,7687.0,2017.0,April
361.0,NI,T&R,765645.8577,-0.072595609,,2017.0,April
361.0,NI,T&R,817480.4244,-0.072595609,,2016.0,April
370.0,CB,T&R,6659.98082,-0.595282627,1098.0,2017.0,April
370.0,CB,T&R,13599.23246,-0.595282627,1098.0,2016.0,April
378.0,OX,F&P,19589.65616,-0.483590582,6373.0,2017.0,April
378.0,OX,F&P,29126.52884,-0.483590582,6373.0,2016.0,April
440.0,NI,F&P,2472929.847,0.39379728,6374.0,2017.0,April
440.0,NI,F&P,2726950.09,0.39379728,6374.0,2016.0,April
441.0,CB,F&P,41228.2,-0.596043488,6374.0,2017.0,April
441.0,CB,F&P,52130.28,-0.596043488,6374.0,2016.0,April
460.0,CB,F&P,5796.44,-0.600047373,6373.0,2017.0,April
518.0,NI,M&E,16243.18546,-0.570296751,6375.0,2017.0,April
520.0,NI,T&R,284121.0606,0.922319133,1190.0,2017.0,April
520.0,NI,T&R,1321360.725,0.922319133,1190.0,2016.0,April
532.0,NI,T&R,832214.4068,4.276620451,7574.0,2016.0,April
532.0,NI,T&R,1321175.027,4.276620451,7574.0,2017.0,April
560.0,NI,A&F,365792.8514,-0.409902106,4987.0,2016.0,April
560.0,NI,A&F,376317.0462,-0.409902106,4987.0,2017.0,April
562.0,NI,A&F,299830.3361,-0.431207084,6277.0,2017.0,April
590.0,NI,T&R,158499.193,-0.504896735,7382.0,2016.0,April
612.0,AR,A&F,40203.53652,-0.337577921,7975.0,2016.0,April
612.0,AR,A&F,188596.9633,-0.337577921,7975.0,2017.0,April
622.0,NI,M&E,486461.2109,0.126202049,986.0,2017.0,April
644.0,NI,A&F,495473.16,0.110949466,4692.0,2016.0,April
644.0,NI,A&F,550618.49,0.110949466,4692.0,2017.0,April
658.0,NI,T&R,1134680.719,-0.218889833,7684.0,2017.0,April
671.0,NI,T&R,133986.185,4.276620451,7574.0,2017.0,April
671.0,NI,T&R,681972.064,4.276620451,7574.0,2016.0,April
747.0,NI,M&E,34807.20898,-0.319886009,897.0,2016.0,April
766.0,CB,T&R,2777.269615,-0.599049996,7392.0,2016.0,April
772.0,NI,M&E,14078.97312,-0.563647915,791.0,2016.0,April
780.0,OX,Others,6866.521703,-0.592797347,1098.0,2016.0,April
780.0,OX,Others,12559.33118,-0.592797347,1098.0,2017.0,April
873.0,CB,M&E,355469.4905,-0.548283962,6099.0,2016.0,April
873.0,CB,M&E,855315.7567,-0.548283962,6099.0,2017.0,April
920.0,NI,F&P,62460.97844,-0.51263139,1174.0,2017.0,April
925.0,NI,T&R,910635.818,0.149272784,5696.0,2017.0,April
925.0,NI,T&R,1386250.356,0.149272784,5696.0,2016.0,April
955.0,NI,T&R,333062.4323,-0.119736566,1182.0,2017.0,April
955.0,NI,T&R,423093.7728,-0.119736566,1182.0,2016.0,April
983.0,NI,A&F,38895.09852,-0.409902106,4987.0,2017.0,April
983.0,NI,A&F,44888.37758,-0.409902106,4987.0,2016.0,April
994.0,NI,M&E,285211.8853,-0.445163105,6275.0,2017.0,April
1009.0,NI,T&R,59032.36958,-0.471584353,1399.0,2016.0,April
1009.0,NI,T&R,151369.365,-0.471584353,1399.0,2017.0,April
1030.0,OX,A&F,56855.2264,-0.519049128,992.0,2016.0,April
1030.0,OX,A&F,82806.99318,-0.519049128,992.0,2017.0,April
1031.0,OX,A&F,35416.63305,-0.481100818,992.0,2016.0,April
1031.0,OX,A&F,481235.1395,-0.481100818,992.0,2017.0,April
1032.0,CB,A&F,371519.8074,-0.597714245,992.0,2016.0,April
1032.0,CB,A&F,928649.5521,-0.597714245,992.0,2017.0,April
1033.0,CB,A&F,72492.3636,-0.597714245,992.0,2016.0,April
1033.0,CB,A&F,1161271.46,-0.597714245,992.0,2017.0,April
1035.0,NI,T&R,178408.7287,1.904847873,7684.0,2017.0,April
1039.0,NI,F&P,114127.1923,-0.525729332,6373.0,2016.0,April
1039.0,NI,F&P,334795.1555,-0.525729332,6373.0,2017.0,April
1042.0,CB,M&E,215235.1126,-0.548283962,6099.0,2016.0,April
1042.0,CB,M&E,317929.9698,-0.548283962,6099.0,2017.0,April
1043.0,CB,M&E,220924.5845,-0.548283962,6099.0,2016.0,April
1043.0,CB,M&E,523590.5465,-0.548283962,6099.0,2017.0,April
1044.0,CB,F&P,93287.5474,-0.59842733,6373.0,2016.0,April
1044.0,CB,F&P,222969.5474,-0.59842733,6373.0,2017.0,April
1071.0,NI,T&R,2561020.341,1.528726399,3492.0,2017.0,April
1090.0,NI,M&E,12905.56574,-0.577914489,6099.0,2017.0,April
1090.0,NI,M&E,33641.44291,-0.577914489,6099.0,2016.0,April
1095.0,CB,F&P,6179.027491,-0.600047373,6373.0,2017.0,April
1095.0,CB,F&P,13226.66627,-0.600047373,6373.0,2016.0,April
1098.0,OX,MD,7793.654144,-0.55194918,2085.0,2016.0,April
1098.0,OX,MD,8331.213745,-0.55194918,2085.0,2017.0,April
1099.0,NI,M&E,549414.6267,-0.382784459,1386.0,2017.0,April
1099.0,NI,M&E,736334.1594,-0.382784459,1386.0,2016.0,April
1100.0,OX,MD,9867.031086,-0.579988151,5295.0,2016.0,April
1100.0,OX,MD,13756.04801,-0.579988151,5295.0,2017.0,April
1106.0,NI,T&R,1148239.752,4.276620451,7574.0,2016.0,April
1106.0,NI,T&R,3996264.554,4.276620451,7574.0,2017.0,April
1107.0,NI,T&R,229395.0728,-0.388741622,5287.0,2016.0,April
1107.0,NI,T&R,633861.2568,-0.388741622,5287.0,2017.0,April
1111.0,NI,F&P,189746.4634,-0.505484568,6370.0,2016.0,April
1111.0,NI,F&P,205107.0294,-0.505484568,6370.0,2017.0,April
1112.0,CB,F&P,11684.3639,-0.590808733,1174.0,2017.0,April
1112.0,CB,F&P,17163.7738,-0.590808733,1174.0,2016.0,April
1116.0,OX,MD,24688.20039,-0.542085947,6096.0,2017.0,April
1116.0,OX,MD,68377.97048,-0.542085947,6096.0,2016.0,April
1117.0,OX,MD,49855.38327,-0.542085947,6096.0,2016.0,April
1117.0,OX,MD,72184.71742,-0.542085947,6096.0,2017.0,April
1119.0,OX,MD,21271.302,-0.576762838,1599.0,2016.0,April
1119.0,OX,MD,21912.176,-0.576762838,1599.0,2017.0,April
1124.0,NI,T&R,253239.0174,0.369085137,5287.0,2016.0,April
1124.0,NI,T&R,472764.3692,0.369085137,5287.0,2017.0,April
1125.0,NI,T&R,6310.444891,0.369085137,5287.0,2016.0,April
1125.0,NI,T&R,13102.05561,0.369085137,5287.0,2017.0,April
1126.0,NI,T&R,248801.5974,0.369085137,5287.0,2016.0,April
1126.0,NI,T&R,687485.0942,0.369085137,5287.0,2017.0,April
1136.0,NI,F&P,14317.22909,-0.591397701,6275.0,2017.0,April
1136.0,NI,F&P,19668.21045,-0.591397701,6275.0,2016.0,April
1146.0,NI,T&R,808480.763,1.528726399,3492.0,2017.0,April
15.0,OX,Others,4079.449692,0.148744522,1098.0,2016.0,March
15.0,OX,Others,20854.9267,0.148744522,1098.0,2017.0,March
19.0,NI,Chemicals,32428.82241,1.311563185,6099.0,2016.0,March
19.0,NI,Chemicals,37535.34271,1.311563185,6099.0,2017.0,March
48.0,NI,A&F,124083.737,-0.139912107,4692.0,2017.0,March
48.0,NI,A&F,315095.2983,-0.139912107,4692.0,2016.0,March
