DP_ID,gas,MARKET_DOMAIN_DESCR,MOD_VOLUME_CONSUMPTION,Sum.of.Sales_CR,ZIPcode,TIMESTAMP...Year,TIMESTAMP...Month,x,dateNumber
441,CB,F&P,1846.32,-0.596043488,6374,2015,December,2015-December,2
441,CB,F&P,7331.9,-0.596043488,6374,2016,February,2016-February,4
441,CB,F&P,53869.84,-0.596043488,6374,2016,March,2016-March,5
441,CB,F&P,52130.28,-0.596043488,6374,2016,April,2016-April,6
441,CB,F&P,53511.88,-0.596043488,6374,2016,May,2016-May,7
441,CB,F&P,63142.26,-0.596043488,6374,2016,June,2016-June,8
441,CB,F&P,50525.74,-0.596043488,6374,2016,July,2016-July,9
441,CB,F&P,49834.94,-0.596043488,6374,2016,August,2016-August,10
441,CB,F&P,40374.12,-0.596043488,6374,2016,September,2016-September,11
441,CB,F&P,11960.26,-0.596043488,6374,2016,October,2016-October,12
441,CB,F&P,51593.34,-0.596043488,6374,2016,November,2016-November,13
441,CB,F&P,53022.04,-0.596043488,6374,2016,December,2016-December,14
441,CB,F&P,32335.72,-0.596043488,6374,2017,January,2017-January,15
441,CB,F&P,44575.44,-0.596043488,6374,2017,February,2017-February,16
441,CB,F&P,46154.86,-0.596043488,6374,2017,March,2017-March,17
441,CB,F&P,41228.2,-0.596043488,6374,2017,April,2017-April,18
441,CB,F&P,44035.36,-0.596043488,6374,2017,May,2017-May,19
455,NI,Others,75429.38929,0.148744522,1098,2015,November,2015-November,1
455,NI,Others,20530.12133,0.148744522,1098,2015,December,2015-December,2
455,NI,Others,44413.8713,0.148744522,1098,2016,February,2016-February,4
455,NI,Others,20729.60239,0.148744522,1098,2016,March,2016-March,5
455,NI,Others,3426.38056,0.148744522,1098,2016,May,2016-May,7
460,CB,F&P,5246.94,-0.600047373,6373,2015,November,2015-November,1
460,CB,F&P,9313.24,-0.600047373,6373,2015,December,2015-December,2
460,CB,F&P,4644.06,-0.600047373,6373,2016,January,2016-January,3
460,CB,F&P,2992.42,-0.600047373,6373,2016,May,2016-May,7
460,CB,F&P,4436.82,-0.600047373,6373,2016,June,2016-June,8
460,CB,F&P,6901.72,-0.600047373,6373,2016,July,2016-July,9
460,CB,F&P,16120.76,-0.600047373,6373,2016,August,2016-August,10
460,CB,F&P,16827.26,-0.600047373,6373,2016,September,2016-September,11
460,CB,F&P,17615.4,-0.600047373,6373,2016,October,2016-October,12
460,CB,F&P,20582.7,-0.600047373,6373,2016,November,2016-November,13
460,CB,F&P,12180.06,-0.600047373,6373,2016,December,2016-December,14
460,CB,F&P,12409.28,-0.600047373,6373,2017,January,2017-January,15
460,CB,F&P,11847.22,-0.600047373,6373,2017,February,2017-February,16
460,CB,F&P,3058.36,-0.600047373,6373,2017,March,2017-March,17
460,CB,F&P,5796.44,-0.600047373,6373,2017,April,2017-April,18
460,CB,F&P,22083.62,-0.600047373,6373,2017,May,2017-May,19
468,NI,T&R,79018.79787,-0.578211409,1174,2016,February,2016-February,4
468,NI,T&R,8400.60214,-0.578211409,1174,2016,March,2016-March,5
468,NI,T&R,100.8338701,-0.578211409,1174,2016,May,2016-May,7
518,NI,M&E,101696.9729,-0.570296751,6375,2015,November,2015-November,1
518,NI,M&E,42108.23838,-0.570296751,6375,2015,December,2015-December,2
518,NI,M&E,41449.0048,-0.570296751,6375,2016,January,2016-January,3
518,NI,M&E,16422.65216,-0.570296751,6375,2016,February,2016-February,4
518,NI,M&E,1937.57154,-0.570296751,6375,2016,March,2016-March,5
518,NI,M&E,13560.3255,-0.570296751,6375,2017,February,2017-February,16
518,NI,M&E,52696.99662,-0.570296751,6375,2017,March,2017-March,17
518,NI,M&E,16243.18546,-0.570296751,6375,2017,April,2017-April,18
520,NI,T&R,1322994.847,0.922319133,1190,2015,November,2015-November,1
520,NI,T&R,350112.5381,0.922319133,1190,2015,December,2015-December,2
520,NI,T&R,975222.0481,0.922319133,1190,2016,February,2016-February,4
520,NI,T&R,2257902.595,0.922319133,1190,2016,March,2016-March,5
520,NI,T&R,1321360.725,0.922319133,1190,2016,April,2016-April,6
520,NI,T&R,39542.71457,0.922319133,1190,2017,February,2017-February,16
520,NI,T&R,201479.5457,0.922319133,1190,2017,March,2017-March,17
520,NI,T&R,284121.0606,0.922319133,1190,2017,April,2017-April,18
520,NI,T&R,349066.1013,0.922319133,1190,2017,May,2017-May,19
532,NI,T&R,337815.184,4.276620451,7574,2015,November,2015-November,1
532,NI,T&R,152842.8645,4.276620451,7574,2015,December,2015-December,2
532,NI,T&R,499124.4183,4.276620451,7574,2016,February,2016-February,4
532,NI,T&R,1406469.004,4.276620451,7574,2016,March,2016-March,5
532,NI,T&R,832214.4068,4.276620451,7574,2016,April,2016-April,6
532,NI,T&R,359057.543,4.276620451,7574,2017,February,2017-February,16
532,NI,T&R,1374184.696,4.276620451,7574,2017,March,2017-March,17
532,NI,T&R,1321175.027,4.276620451,7574,2017,April,2017-April,18
532,NI,T&R,1683462.188,4.276620451,7574,2017,May,2017-May,19
540,NI,T&R,347312.4221,1.904847873,7684,2015,November,2015-November,1
540,NI,T&R,117482.4912,1.904847873,7684,2015,December,2015-December,2
540,NI,T&R,274846.953,1.904847873,7684,2016,February,2016-February,4
540,NI,T&R,508917.7898,1.904847873,7684,2016,March,2016-March,5
540,NI,T&R,15107.97498,1.904847873,7684,2016,May,2016-May,7
560,NI,A&F,170037.05,-0.409902106,4987,2015,November,2015-November,1
560,NI,A&F,293886.0847,-0.409902106,4987,2015,December,2015-December,2
560,NI,A&F,245381.263,-0.409902106,4987,2016,January,2016-January,3
560,NI,A&F,178705.7612,-0.409902106,4987,2016,February,2016-February,4
560,NI,A&F,381959.4123,-0.409902106,4987,2016,March,2016-March,5
560,NI,A&F,365792.8514,-0.409902106,4987,2016,April,2016-April,6
560,NI,A&F,391820.7062,-0.409902106,4987,2016,May,2016-May,7
560,NI,A&F,349590.319,-0.409902106,4987,2016,June,2016-June,8
560,NI,A&F,281141.9426,-0.409902106,4987,2016,July,2016-July,9
560,NI,A&F,383665.483,-0.409902106,4987,2016,August,2016-August,10
560,NI,A&F,390952.2546,-0.409902106,4987,2016,September,2016-September,11
560,NI,A&F,375309.8478,-0.409902106,4987,2016,October,2016-October,12
560,NI,A&F,406954.375,-0.409902106,4987,2016,November,2016-November,13
560,NI,A&F,265669.1151,-0.409902106,4987,2016,December,2016-December,14
560,NI,A&F,351224.4469,-0.409902106,4987,2017,January,2017-January,15
560,NI,A&F,333577.921,-0.409902106,4987,2017,February,2017-February,16
560,NI,A&F,378274.9164,-0.409902106,4987,2017,March,2017-March,17
560,NI,A&F,376317.0462,-0.409902106,4987,2017,April,2017-April,18
560,NI,A&F,378896.7072,-0.409902106,4987,2017,May,2017-May,19
562,NI,A&F,120602.0653,-0.431207084,6277,2015,November,2015-November,1
562,NI,A&F,208513.0458,-0.431207084,6277,2015,December,2015-December,2
562,NI,A&F,271660.4857,-0.431207084,6277,2016,January,2016-January,3
562,NI,A&F,192956.381,-0.431207084,6277,2016,February,2016-February,4
562,NI,A&F,379005.3975,-0.431207084,6277,2016,March,2016-March,5
562,NI,A&F,90502.17303,-0.431207084,6277,2017,February,2017-February,16
562,NI,A&F,390927.2429,-0.431207084,6277,2017,March,2017-March,17
562,NI,A&F,299830.3361,-0.431207084,6277,2017,April,2017-April,18
562,NI,A&F,416648.7225,-0.431207084,6277,2017,May,2017-May,19
590,NI,T&R,87037.37081,-0.504896735,7382,2015,November,2015-November,1
590,NI,T&R,32163.5538,-0.504896735,7382,2015,December,2015-December,2
590,NI,T&R,79997.5602,-0.504896735,7382,2016,February,2016-February,4
590,NI,T&R,179393.1298,-0.504896735,7382,2016,March,2016-March,5
590,NI,T&R,158499.193,-0.504896735,7382,2016,April,2016-April,6
590,NI,T&R,144741.5656,-0.504896735,7382,2016,May,2016-May,7
590,NI,T&R,144676.913,-0.504896735,7382,2016,June,2016-June,8
590,NI,T&R,153755.0298,-0.504896735,7382,2016,July,2016-July,9
590,NI,T&R,168466.8404,-0.504896735,7382,2016,August,2016-August,10
590,NI,T&R,185519.521,-0.504896735,7382,2016,September,2016-September,11
590,NI,T&R,214746.955,-0.504896735,7382,2016,October,2016-October,12
590,NI,T&R,59977.5482,-0.504896735,7382,2016,November,2016-November,13
612,AR,A&F,80438.31446,-0.337577921,7975,2015,November,2015-November,1
612,AR,A&F,108746.4624,-0.337577921,7975,2015,December,2015-December,2
612,AR,A&F,118003.8789,-0.337577921,7975,2016,January,2016-January,3
612,AR,A&F,65425.41696,-0.337577921,7975,2016,February,2016-February,4
612,AR,A&F,134778.5429,-0.337577921,7975,2016,March,2016-March,5
612,AR,A&F,40203.53652,-0.337577921,7975,2016,April,2016-April,6
612,AR,A&F,152483.1758,-0.337577921,7975,2016,May,2016-May,7
612,AR,A&F,142746.6845,-0.337577921,7975,2016,June,2016-June,8
612,AR,A&F,148428.6528,-0.337577921,7975,2016,July,2016-July,9
612,AR,A&F,157900.9484,-0.337577921,7975,2016,August,2016-August,10
612,AR,A&F,184320.5159,-0.337577921,7975,2016,September,2016-September,11
612,AR,A&F,189896.806,-0.337577921,7975,2016,October,2016-October,12
612,AR,A&F,206326.2543,-0.337577921,7975,2016,November,2016-November,13
612,AR,A&F,135521.8134,-0.337577921,7975,2016,December,2016-December,14
612,AR,A&F,212480.2523,-0.337577921,7975,2017,January,2017-January,15
612,AR,A&F,190076.459,-0.337577921,7975,2017,February,2017-February,16
612,AR,A&F,199133.0868,-0.337577921,7975,2017,March,2017-March,17
612,AR,A&F,188596.9633,-0.337577921,7975,2017,April,2017-April,18
612,AR,A&F,228624.3693,-0.337577921,7975,2017,May,2017-May,19
622,NI,M&E,83070.10813,0.126202049,986,2015,November,2015-November,1
622,NI,M&E,318099.1523,0.126202049,986,2015,December,2015-December,2
622,NI,M&E,204061.9982,0.126202049,986,2016,January,2016-January,3
622,NI,M&E,131036.8865,0.126202049,986,2016,February,2016-February,4
622,NI,M&E,135721.9706,0.126202049,986,2016,March,2016-March,5
622,NI,M&E,1775.7171,0.126202049,986,2016,May,2016-May,7
622,NI,M&E,128202.7617,0.126202049,986,2017,February,2017-February,16
622,NI,M&E,674481.5613,0.126202049,986,2017,March,2017-March,17
622,NI,M&E,486461.2109,0.126202049,986,2017,April,2017-April,18
622,NI,M&E,788102.375,0.126202049,986,2017,May,2017-May,19
644,NI,A&F,218303.2078,0.110949466,4692,2015,November,2015-November,1
644,NI,A&F,61076.43516,0.110949466,4692,2015,December,2015-December,2
644,NI,A&F,160121.1035,0.110949466,4692,2016,February,2016-February,4
644,NI,A&F,413682.6158,0.110949466,4692,2016,March,2016-March,5
644,NI,A&F,495473.16,0.110949466,4692,2016,April,2016-April,6
644,NI,A&F,428496.847,0.110949466,4692,2016,May,2016-May,7
644,NI,A&F,431736.1589,0.110949466,4692,2016,June,2016-June,8
644,NI,A&F,417658.892,0.110949466,4692,2016,July,2016-July,9
644,NI,A&F,331005.2164,0.110949466,4692,2016,August,2016-August,10
644,NI,A&F,395552.0455,0.110949466,4692,2016,September,2016-September,11
644,NI,A&F,484004.4136,0.110949466,4692,2016,October,2016-October,12
644,NI,A&F,497459.2163,0.110949466,4692,2016,November,2016-November,13
644,NI,A&F,498283.617,0.110949466,4692,2016,December,2016-December,14
644,NI,A&F,406654.3915,0.110949466,4692,2017,January,2017-January,15
644,NI,A&F,472681.3946,0.110949466,4692,2017,February,2017-February,16
644,NI,A&F,559601.5433,0.110949466,4692,2017,March,2017-March,17
644,NI,A&F,550618.49,0.110949466,4692,2017,April,2017-April,18
644,NI,A&F,458370.964,0.110949466,4692,2017,May,2017-May,19
658,NI,T&R,442747.0019,-0.218889833,7684,2015,November,2015-November,1
658,NI,T&R,201270.611,-0.218889833,7684,2015,December,2015-December,2
658,NI,T&R,341189.8952,-0.218889833,7684,2016,February,2016-February,4
658,NI,T&R,384104.9535,-0.218889833,7684,2016,March,2016-March,5
658,NI,T&R,2646.765974,-0.218889833,7684,2016,May,2016-May,7
658,NI,T&R,242606.719,-0.218889833,7684,2017,February,2017-February,16
658,NI,T&R,1094149.268,-0.218889833,7684,2017,March,2017-March,17
658,NI,T&R,1134680.719,-0.218889833,7684,2017,April,2017-April,18
658,NI,T&R,1165885.229,-0.218889833,7684,2017,May,2017-May,19
671,NI,T&R,447642.4864,4.276620451,7574,2015,November,2015-November,1
671,NI,T&R,164445.7531,4.276620451,7574,2015,December,2015-December,2
671,NI,T&R,370348.745,4.276620451,7574,2016,February,2016-February,4
671,NI,T&R,999128.1916,4.276620451,7574,2016,March,2016-March,5
671,NI,T&R,681972.064,4.276620451,7574,2016,April,2016-April,6
671,NI,T&R,356320.1629,4.276620451,7574,2017,February,2017-February,16
671,NI,T&R,910853.1988,4.276620451,7574,2017,March,2017-March,17
671,NI,T&R,133986.185,4.276620451,7574,2017,April,2017-April,18
671,NI,T&R,286046.2119,4.276620451,7574,2017,May,2017-May,19
747,NI,M&E,43881.96786,-0.319886009,897,2015,November,2015-November,1
747,NI,M&E,91916.91689,-0.319886009,897,2015,December,2015-December,2
747,NI,M&E,59747.22083,-0.319886009,897,2016,January,2016-January,3
747,NI,M&E,26958.97491,-0.319886009,897,2016,February,2016-February,4
747,NI,M&E,44707.0688,-0.319886009,897,2016,March,2016-March,5
747,NI,M&E,34807.20898,-0.319886009,897,2016,April,2016-April,6
747,NI,M&E,15880.19581,-0.319886009,897,2016,May,2016-May,7
766,CB,T&R,32817.91422,-0.599049996,7392,2015,November,2015-November,1
766,CB,T&R,2997.250769,-0.599049996,7392,2015,December,2015-December,2
766,CB,T&R,2720.025,-0.599049996,7392,2016,January,2016-January,3
766,CB,T&R,3038.735,-0.599049996,7392,2016,February,2016-February,4
766,CB,T&R,3171.460385,-0.599049996,7392,2016,March,2016-March,5
766,CB,T&R,2777.269615,-0.599049996,7392,2016,April,2016-April,6
766,CB,T&R,3439.87,-0.599049996,7392,2016,May,2016-May,7
766,CB,T&R,3352.735,-0.599049996,7392,2016,June,2016-June,8
766,CB,T&R,3157.27,-0.599049996,7392,2016,July,2016-July,9
766,CB,T&R,3562.33,-0.599049996,7392,2016,August,2016-August,10
766,CB,T&R,3543.49,-0.599049996,7392,2016,September,2016-September,11
766,CB,T&R,3042.66,-0.599049996,7392,2016,October,2016-October,12
766,CB,T&R,3818.24,-0.599049996,7392,2016,November,2016-November,13
766,CB,T&R,3687.93,-0.599049996,7392,2016,December,2016-December,14
766,CB,T&R,3507.38,-0.599049996,7392,2017,January,2017-January,15
766,CB,T&R,3158.84,-0.599049996,7392,2017,February,2017-February,16
766,CB,T&R,1373.75,-0.599049996,7392,2017,March,2017-March,17
772,NI,M&E,24676.55727,-0.563647915,791,2015,November,2015-November,1
772,NI,M&E,32492.46833,-0.563647915,791,2015,December,2015-December,2
772,NI,M&E,35660.49032,-0.563647915,791,2016,January,2016-January,3
772,NI,M&E,32130.62556,-0.563647915,791,2016,February,2016-February,4
772,NI,M&E,37444.40046,-0.563647915,791,2016,March,2016-March,5
772,NI,M&E,14078.97312,-0.563647915,791,2016,April,2016-April,6
780,OX,Others,8657.027728,-0.592797347,1098,2015,November,2015-November,1
780,OX,Others,381.5120933,-0.592797347,1098,2015,December,2015-December,2
780,OX,Others,1360.487687,-0.592797347,1098,2016,February,2016-February,4
780,OX,Others,5707.67534,-0.592797347,1098,2016,March,2016-March,5
780,OX,Others,6866.521703,-0.592797347,1098,2016,April,2016-April,6
780,OX,Others,11342.97913,-0.592797347,1098,2016,May,2016-May,7
780,OX,Others,5589.369283,-0.592797347,1098,2016,June,2016-June,8
780,OX,Others,7637.71402,-0.592797347,1098,2016,July,2016-July,9
780,OX,Others,17317.36376,-0.592797347,1098,2016,August,2016-August,10
780,OX,Others,6172.656145,-0.592797347,1098,2016,September,2016-September,11
780,OX,Others,21215.997,-0.592797347,1098,2016,October,2016-October,12
780,OX,Others,6344.41396,-0.592797347,1098,2016,November,2016-November,13
780,OX,Others,4689.755992,-0.592797347,1098,2016,December,2016-December,14
780,OX,Others,6677.982868,-0.592797347,1098,2017,January,2017-January,15
780,OX,Others,7744.42378,-0.592797347,1098,2017,February,2017-February,16
780,OX,Others,9023.82934,-0.592797347,1098,2017,March,2017-March,17
780,OX,Others,12559.33118,-0.592797347,1098,2017,April,2017-April,18
780,OX,Others,6447.78904,-0.592797347,1098,2017,May,2017-May,19
798,AR,Others,157263.8658,2.20539035,5288,2016,December,2016-December,14
798,AR,Others,419887.4375,2.20539035,5288,2017,January,2017-January,15
798,AR,Others,386373.2987,2.20539035,5288,2017,February,2017-February,16
798,AR,Others,398972.901,2.20539035,5288,2017,March,2017-March,17
798,AR,Others,393617.0658,2.20539035,5288,2017,April,2017-April,18
798,AR,Others,411408.4809,2.20539035,5288,2017,May,2017-May,19
798,AR,Others,433300.4573,2.20539035,5288,2017,June,2017-June,20
798,AR,Others,429537.983,2.20539035,5288,2017,July,2017-July,21
798,AR,Others,410826.0338,2.20539035,5288,2017,August,2017-August,22
798,AR,Others,389590.1472,2.20539035,5288,2017,September,2017-September,23
798,AR,Others,420235.5668,2.20539035,5288,2017,October,2017-October,24
798,AR,Others,438087.235,2.20539035,5288,2017,November,2017-November,25
798,AR,Others,496030.677,2.20539035,5288,2017,December,2017-December,26
798,AR,Others,487455.0647,2.20539035,5288,2018,January,2018-January,27
873,CB,M&E,406976.8219,-0.548283962,6099,2015,November,2015-November,1
873,CB,M&E,93406.36563,-0.548283962,6099,2015,December,2015-December,2
873,CB,M&E,54231.59814,-0.548283962,6099,2016,February,2016-February,4
873,CB,M&E,355469.4905,-0.548283962,6099,2016,April,2016-April,6
873,CB,M&E,296133.4242,-0.548283962,6099,2016,May,2016-May,7
873,CB,M&E,780186.8981,-0.548283962,6099,2016,June,2016-June,8
873,CB,M&E,897414.1151,-0.548283962,6099,2016,July,2016-July,9
873,CB,M&E,673155.1135,-0.548283962,6099,2016,August,2016-August,10
873,CB,M&E,920850.1058,-0.548283962,6099,2016,September,2016-September,11
873,CB,M&E,459523.6686,-0.548283962,6099,2016,October,2016-October,12
873,CB,M&E,945339.3994,-0.548283962,6099,2016,November,2016-November,13
873,CB,M&E,693917.3352,-0.548283962,6099,2016,December,2016-December,14
873,CB,M&E,465721.9514,-0.548283962,6099,2017,January,2017-January,15
873,CB,M&E,782840.4113,-0.548283962,6099,2017,February,2017-February,16
873,CB,M&E,825661.2275,-0.548283962,6099,2017,March,2017-March,17
873,CB,M&E,855315.7567,-0.548283962,6099,2017,April,2017-April,18
873,CB,M&E,1014681.844,-0.548283962,6099,2017,May,2017-May,19
920,NI,F&P,7769.724173,-0.51263139,1174,2015,November,2015-November,1
920,NI,F&P,2964.621266,-0.51263139,1174,2015,December,2015-December,2
920,NI,F&P,4246.043805,-0.51263139,1174,2016,February,2016-February,4
920,NI,F&P,9362.602684,-0.51263139,1174,2016,March,2016-March,5
920,NI,F&P,14887.02527,-0.51263139,1174,2016,May,2016-May,7
920,NI,F&P,34908.87197,-0.51263139,1174,2016,December,2016-December,14
920,NI,F&P,65593.00645,-0.51263139,1174,2017,January,2017-January,15
920,NI,F&P,54705.48051,-0.51263139,1174,2017,February,2017-February,16
920,NI,F&P,65172.96771,-0.51263139,1174,2017,March,2017-March,17
920,NI,F&P,62460.97844,-0.51263139,1174,2017,April,2017-April,18
920,NI,F&P,69495.10549,-0.51263139,1174,2017,May,2017-May,19
925,NI,T&R,302686.7087,0.149272784,5696,2015,November,2015-November,1
925,NI,T&R,120663.0125,0.149272784,5696,2015,December,2015-December,2
925,NI,T&R,531101.1355,0.149272784,5696,2016,February,2016-February,4
925,NI,T&R,1269192.745,0.149272784,5696,2016,March,2016-March,5
925,NI,T&R,1386250.356,0.149272784,5696,2016,April,2016-April,6
925,NI,T&R,1300187.644,0.149272784,5696,2016,May,2016-May,7
925,NI,T&R,1248388.279,0.149272784,5696,2016,June,2016-June,8
925,NI,T&R,1243993.444,0.149272784,5696,2016,July,2016-July,9
925,NI,T&R,1307663.196,0.149272784,5696,2016,August,2016-August,10
925,NI,T&R,1032858.443,0.149272784,5696,2016,September,2016-September,11
925,NI,T&R,143436.2488,0.149272784,5696,2016,October,2016-October,12
925,NI,T&R,927223.5525,0.149272784,5696,2016,November,2016-November,13
925,NI,T&R,860145.7578,0.149272784,5696,2016,December,2016-December,14
925,NI,T&R,879794.9546,0.149272784,5696,2017,January,2017-January,15
925,NI,T&R,863053.1843,0.149272784,5696,2017,February,2017-February,16
925,NI,T&R,912643.0975,0.149272784,5696,2017,March,2017-March,17
925,NI,T&R,910635.818,0.149272784,5696,2017,April,2017-April,18
925,NI,T&R,950227.8425,0.149272784,5696,2017,May,2017-May,19
955,NI,T&R,184856.5431,-0.119736566,1182,2015,November,2015-November,1
955,NI,T&R,95958.27173,-0.119736566,1182,2015,December,2015-December,2
955,NI,T&R,67468.931,-0.119736566,1182,2016,January,2016-January,3
955,NI,T&R,201285.4009,-0.119736566,1182,2016,February,2016-February,4
955,NI,T&R,417749.9655,-0.119736566,1182,2016,March,2016-March,5
955,NI,T&R,423093.7728,-0.119736566,1182,2016,April,2016-April,6
955,NI,T&R,439711.3089,-0.119736566,1182,2016,May,2016-May,7
955,NI,T&R,424675.6833,-0.119736566,1182,2016,June,2016-June,8
955,NI,T&R,419056.7612,-0.119736566,1182,2016,July,2016-July,9
955,NI,T&R,343968.3445,-0.119736566,1182,2016,August,2016-August,10
955,NI,T&R,328848.9883,-0.119736566,1182,2016,September,2016-September,11
955,NI,T&R,340395.1738,-0.119736566,1182,2016,October,2016-October,12
955,NI,T&R,328521.2095,-0.119736566,1182,2016,November,2016-November,13
955,NI,T&R,336233.7292,-0.119736566,1182,2016,December,2016-December,14
955,NI,T&R,338558.7489,-0.119736566,1182,2017,January,2017-January,15
955,NI,T&R,315834.8588,-0.119736566,1182,2017,February,2017-February,16
955,NI,T&R,343645.3835,-0.119736566,1182,2017,March,2017-March,17
955,NI,T&R,333062.4323,-0.119736566,1182,2017,April,2017-April,18
955,NI,T&R,342808.0774,-0.119736566,1182,2017,May,2017-May,19
983,NI,A&F,21540.18695,-0.409902106,4987,2015,November,2015-November,1
983,NI,A&F,37326.8183,-0.409902106,4987,2015,December,2015-December,2
983,NI,A&F,36481.46279,-0.409902106,4987,2016,January,2016-January,3
983,NI,A&F,18125.58814,-0.409902106,4987,2016,February,2016-February,4
983,NI,A&F,44859.22739,-0.409902106,4987,2016,March,2016-March,5
983,NI,A&F,44888.37758,-0.409902106,4987,2016,April,2016-April,6
983,NI,A&F,44969.99811,-0.409902106,4987,2016,May,2016-May,7
983,NI,A&F,40343.86296,-0.409902106,4987,2016,June,2016-June,8
983,NI,A&F,35306.71013,-0.409902106,4987,2016,July,2016-July,9
983,NI,A&F,44698.90135,-0.409902106,4987,2016,August,2016-August,10
983,NI,A&F,44182.94298,-0.409902106,4987,2016,September,2016-September,11
983,NI,A&F,43678.6447,-0.409902106,4987,2016,October,2016-October,12
983,NI,A&F,45879.48404,-0.409902106,4987,2016,November,2016-November,13
983,NI,A&F,34819.90196,-0.409902106,4987,2016,December,2016-December,14
983,NI,A&F,39087.48977,-0.409902106,4987,2017,January,2017-January,15
983,NI,A&F,40276.81752,-0.409902106,4987,2017,February,2017-February,16
983,NI,A&F,41871.33292,-0.409902106,4987,2017,March,2017-March,17
983,NI,A&F,38895.09852,-0.409902106,4987,2017,April,2017-April,18
983,NI,A&F,44652.26104,-0.409902106,4987,2017,May,2017-May,19
994,NI,M&E,179754.6758,-0.445163105,6275,2015,November,2015-November,1
994,NI,M&E,98415.89211,-0.445163105,6275,2015,December,2015-December,2
994,NI,M&E,318302.2961,-0.445163105,6275,2016,February,2016-February,4
994,NI,M&E,63173.43266,-0.445163105,6275,2016,March,2016-March,5
994,NI,M&E,12770.24226,-0.445163105,6275,2016,May,2016-May,7
994,NI,M&E,275838.6533,-0.445163105,6275,2016,July,2016-July,9
994,NI,M&E,1190454.24,-0.445163105,6275,2016,August,2016-August,10
994,NI,M&E,503071.0412,-0.445163105,6275,2016,September,2016-September,11
994,NI,M&E,349928.5834,-0.445163105,6275,2016,October,2016-October,12
994,NI,M&E,67851.93156,-0.445163105,6275,2016,November,2016-November,13
994,NI,M&E,320822.6586,-0.445163105,6275,2016,December,2016-December,14
994,NI,M&E,354269.2076,-0.445163105,6275,2017,January,2017-January,15
994,NI,M&E,306491.902,-0.445163105,6275,2017,February,2017-February,16
994,NI,M&E,383018.9942,-0.445163105,6275,2017,March,2017-March,17
994,NI,M&E,285211.8853,-0.445163105,6275,2017,April,2017-April,18
1009,NI,T&R,34848.33732,-0.471584353,1399,2015,November,2015-November,1
1009,NI,T&R,13586.59411,-0.471584353,1399,2015,December,2015-December,2
1009,NI,T&R,43327.69914,-0.471584353,1399,2016,February,2016-February,4
1009,NI,T&R,100340.4298,-0.471584353,1399,2016,March,2016-March,5
1009,NI,T&R,59032.36958,-0.471584353,1399,2016,April,2016-April,6
1009,NI,T&R,59005.62431,-0.471584353,1399,2016,May,2016-May,7
1009,NI,T&R,62517.42606,-0.471584353,1399,2016,June,2016-June,8
1009,NI,T&R,39552.15937,-0.471584353,1399,2016,July,2016-July,9
1009,NI,T&R,41689.45158,-0.471584353,1399,2016,August,2016-August,10
1009,NI,T&R,58688.39423,-0.471584353,1399,2017,February,2017-February,16
1009,NI,T&R,210955.6304,-0.471584353,1399,2017,March,2017-March,17
1009,NI,T&R,151369.365,-0.471584353,1399,2017,April,2017-April,18
1009,NI,T&R,78855.39424,-0.471584353,1399,2017,May,2017-May,19
1030,OX,A&F,54563.91502,-0.519049128,992,2015,November,2015-November,1
1030,OX,A&F,23194.1124,-0.519049128,992,2015,December,2015-December,2
1030,OX,A&F,63288.3014,-0.519049128,992,2016,February,2016-February,4
1030,OX,A&F,182378.9558,-0.519049128,992,2016,March,2016-March,5
1030,OX,A&F,56855.2264,-0.519049128,992,2016,April,2016-April,6
1030,OX,A&F,21944.2668,-0.519049128,992,2017,February,2017-February,16
1030,OX,A&F,75665.9616,-0.519049128,992,2017,March,2017-March,17
1030,OX,A&F,82806.99318,-0.519049128,992,2017,April,2017-April,18
1030,OX,A&F,94721.60462,-0.519049128,992,2017,May,2017-May,19
1031,OX,A&F,134642.7918,-0.481100818,992,2015,November,2015-November,1
1031,OX,A&F,44315.8719,-0.481100818,992,2015,December,2015-December,2
1031,OX,A&F,36277.5033,-0.481100818,992,2016,February,2016-February,4
1031,OX,A&F,118572.3189,-0.481100818,992,2016,March,2016-March,5
1031,OX,A&F,35416.63305,-0.481100818,992,2016,April,2016-April,6
1031,OX,A&F,138879.743,-0.481100818,992,2017,February,2017-February,16
1031,OX,A&F,527867.1472,-0.481100818,992,2017,March,2017-March,17
1031,OX,A&F,481235.1395,-0.481100818,992,2017,April,2017-April,18
1032,CB,A&F,118187.7631,-0.597714245,992,2015,November,2015-November,1
1032,CB,A&F,48879.2496,-0.597714245,992,2015,December,2015-December,2
1032,CB,A&F,132507.8901,-0.597714245,992,2016,February,2016-February,4
1032,CB,A&F,447867.5886,-0.597714245,992,2016,March,2016-March,5
1032,CB,A&F,371519.8074,-0.597714245,992,2016,April,2016-April,6
1032,CB,A&F,363452.5665,-0.597714245,992,2016,May,2016-May,7
1032,CB,A&F,457073.0481,-0.597714245,992,2016,June,2016-June,8
1032,CB,A&F,711054.4758,-0.597714245,992,2016,July,2016-July,9
1032,CB,A&F,340270.4471,-0.597714245,992,2016,August,2016-August,10
1032,CB,A&F,587889.4063,-0.597714245,992,2016,September,2016-September,11
1032,CB,A&F,722458.3749,-0.597714245,992,2016,October,2016-October,12
1032,CB,A&F,775816.1751,-0.597714245,992,2016,November,2016-November,13
1032,CB,A&F,940510.5731,-0.597714245,992,2016,December,2016-December,14
